,Unnamed: 0,Name,Address,Coordinates,Name + Address,second_best_match,second_best_score
201,293,"The San Luis Resort, Spa and Conference Center","5222 Seawall Boulevard, Galveston","{'lat': 29.2725405, 'lng': -94.8182391}","The San Luis Resort, Spa and Conference Center5222 Seawall Boulevard, Galveston","Rainforest Cafe5310 Seawall Boulevard, Galveston",86
205,297,Old Quarter Acoustic Cafe,"413 20th Street, Galveston","{'lat': 29.3057816, 'lng': -94.79031529999999}","Old Quarter Acoustic Cafe413 20th Street, Galveston","Yamato2104 61st Street, Galveston",86
206,298,The Cove,"5222 Seawall Boulevard, Galveston","{'lat': 29.2725491, 'lng': -94.8183102}","The Cove5222 Seawall Boulevard, Galveston","IHOP5224 Seawall Boulevard, Galveston",87
209,303,Tin Cup's Caddy Shack,"9020 Stewart Road, Galveston","{'lat': 29.2539288, 'lng': -94.85563169999999}","Tin Cup's Caddy Shack9020 Stewart Road, Galveston","Tin Cup's Caddyshack9020 Stewart Rd Galveston, TX 77554",87
210,304,Galveston Island Brewing,"8423 Stewart Road, Galveston","{'lat': 29.2556348, 'lng': -94.8491631}","Galveston Island Brewing8423 Stewart Road, Galveston","Yamato2104 61st Street, Galveston",86
211,305,Hooters,"6028 Heards Lane, Galveston","{'lat': 29.2797189, 'lng': -94.8324592}","Hooters6028 Heards Lane, Galveston","Hooters6028 Heards Ln Galveston, TX 77551",87
212,306,B. Jiggers Lounge,"5002 Seawall Boulevard, Galveston","{'lat': 29.27250129999999, 'lng': -94.81666829999999}","B. Jiggers Lounge5002 Seawall Boulevard, Galveston","Yamato2104 61st Street, Galveston",86
213,307,Woody's,"2926 Seawall Boulevard, Galveston","{'lat': 29.2852691, 'lng': -94.79550499999999}","Woody's2926 Seawall Boulevard, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
214,308,Gizmo Bar,"2102 26th Street, Galveston","{'lat': 29.289397, 'lng': -94.79200399999999}","Gizmo Bar2102 26th Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
215,309,Daiquiri Time Out,"2701 Market Street, Galveston","{'lat': 29.3040013, 'lng': -94.7986237}","Daiquiri Time Out2701 Market Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
216,310,Carlos Cabeza Cigar Shop,"318 27th Street, Galveston","{'lat': 29.3044979, 'lng': -94.7984292}","Carlos Cabeza Cigar Shop318 27th Street, Galveston","Yamato2104 61st Street, Galveston",86
217,311,23rd Street Station Piano Bar,"1706 23rd Street, Galveston","{'lat': 29.29370280000001, 'lng': -94.7894671}","23rd Street Station Piano Bar1706 23rd Street, Galveston","Yaga's Cafe2314 The Strand, Galveston",86
218,312,Galvez Bar & Grill,"2024 Seawall Boulevard, Galveston","{'lat': 29.2928214, 'lng': -94.7863059}","Galvez Bar & Grill2024 Seawall Boulevard, Galveston","Yamato2104 61st Street, Galveston",86
219,313,Sound Bar,"2411 Mechanic Street, Galveston","{'lat': 29.3056645, 'lng': -94.7955784}","Sound Bar2411 Mechanic Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
221,315,Albatross,"815 21st Street, Galveston","{'lat': 29.3019922, 'lng': -94.79035309999999}","Albatross815 21st Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
222,316,Stuttgarden Tavern,"111 23rd Street, Galveston","{'lat': 29.3077483, 'lng': -94.7947919}","Stuttgarden Tavern111 23rd Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
223,317,Murphy's Pub,"213-215 22nd Street, Galveston","{'lat': 29.3067907, 'lng': -94.7932415}","Murphy's Pub213-215 22nd Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
224,318,Hubcap Grill,"2021 The Strand #3, Galveston","{'lat': 29.3076238, 'lng': -94.791623}","Hubcap Grill2021 The Strand #3, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
225,319,Drunken Monkeyz,"202 20th Street, Galveston","{'lat': 29.30795939999999, 'lng': -94.790723}","Drunken Monkeyz202 20th Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
226,320,Peanut Butter Warehouse,"100 20th Street, Galveston","{'lat': 29.3087443, 'lng': -94.7908921}","Peanut Butter Warehouse100 20th Street, Galveston","Russo's New York Pizzeria & Italian Kitchen - Galveston500 Seawall Boulevard #300, Galveston",86
227,321,Huli Huli Hut,"312 19th Street, Galveston","{'lat': 29.3071699, 'lng': -94.78923549999999}","Huli Huli Hut312 19th Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
228,323,Gloria's Lounge,"4126 Avenue S, Galveston","{'lat': 29.2814789, 'lng': -94.80905299999999}","Gloria's Lounge4126 Avenue S, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
229,325,Woody's Bar,"11149 Termini-San Luis Pass Road, Galveston","{'lat': 29.23954989999999, 'lng': -94.8779656}","Woody's Bar11149 Termini-San Luis Pass Road, Galveston","Woody's Bar11149 Termini-San Luis Pass Rd Galveston, TX 77554",90
230,326,Waterman's Restaurant,"14302 Stewart Road, Galveston","{'lat': 29.20747099999999, 'lng': -94.949303}","Waterman's Restaurant14302 Stewart Road, Galveston","Waterman's Restaurant14302 Stewart Rd Galveston, TX 77554",90
231,327,Float Pool & Patio Bar,"2828 Seawall Boulevard, Galveston","{'lat': 29.2859177, 'lng': -94.7944124}","Float Pool & Patio Bar2828 Seawall Boulevard, Galveston","Yamato2104 61st Street, Galveston",86
232,328,Chili's Grill & Bar,"500 Seawall Boulevard Ste 100, Galveston","{'lat': 29.30602, 'lng': -94.77216399999999}","Chili's Grill & Bar500 Seawall Boulevard Ste 100, Galveston","Shrimp N Stuff3901 Avenue O, Galveston",86
233,330,The West End Marina and Restaurants,"21706 Burnet Drive, Galveston","{'lat': 29.14499999999999, 'lng': -95.04703669999999}","The West End Marina and Restaurants21706 Burnet Drive, Galveston","The Spot3204 Seawall Boulevard, Galveston",86
234,331,Brews Brothers,"2404 The Strand, Galveston","{'lat': 29.3069004, 'lng': -94.7958692}","Brews Brothers2404 The Strand, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
235,333,Drip,"3204 Seawall Boulevard, Galveston","{'lat': 29.28366229999999, 'lng': -94.7981973}","Drip3204 Seawall Boulevard, Galveston","IHOP5224 Seawall Boulevard, Galveston",89
236,335,Buckshot Saloon,"2409 Market Street, Galveston","{'lat': 29.3047222, 'lng': -94.7952778}","Buckshot Saloon2409 Market Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
237,336,Robert's Lafitte,"2501 Avenue Q, Galveston","{'lat': 29.2896039, 'lng': -94.7911531}","Robert's Lafitte2501 Avenue Q, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
238,337,Beerfoot Beach Bar,"2816 Avenue R 1/2, Galveston","{'lat': 29.2863254, 'lng': -94.7942047}","Beerfoot Beach Bar2816 Avenue R 1/2, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
239,338,Press Box,"2401 Postoffice Street, Galveston","{'lat': 29.3040367, 'lng': -94.7948097}","Press Box2401 Postoffice Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
240,339,Lucky Lounge,"904 Avenue M, Galveston","{'lat': 29.30163689999999, 'lng': -94.7754461}","Lucky Lounge904 Avenue M, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
241,340,Tsunami Tequila Emporium,"2314 The Strand, Galveston","{'lat': 29.30720519999999, 'lng': -94.7951202}","Tsunami Tequila Emporium2314 The Strand, Galveston","Yamato2104 61st Street, Galveston",86
242,342,Island Pier Club,"1702 Avenue O, Galveston","{'lat': 29.29581310000001, 'lng': -94.78322290000001}","Island Pier Club1702 Avenue O, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
244,346,Dizzy Dorado,"3802 Cove View Boulevard, Galveston","{'lat': 29.2446661, 'lng': -94.8676095}","Dizzy Dorado3802 Cove View Boulevard, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
245,347,Roll-N-Bar,"8305 Stewart Road, Galveston","{'lat': 29.2564331, 'lng': -94.84814569999999}","Roll-N-Bar8305 Stewart Road, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
246,348,Wasserfest,"2109 Lockheed Road, Galveston","{'lat': 29.2706189, 'lng': -94.85257}","Wasserfest2109 Lockheed Road, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
247,349,Boardroom bar,"63rd Rear Street, Galveston","{'lat': 29.2667624, 'lng': -94.8303846}","Boardroom bar63rd Rear Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
248,350,Pelican and the Shark,"6101 Seawall Boulevard Suite 2, Galveston","{'lat': 29.2649278, 'lng': -94.8252111}","Pelican and the Shark6101 Seawall Boulevard Suite 2, Galveston","The Spot3204 Seawall Boulevard, Galveston",86
252,355,Pizza Hut,"4908C Seawall Boulevard, Galveston","{'lat': 29.273596, 'lng': -94.81559089999999}","Pizza Hut4908C Seawall Boulevard, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
253,356,Jack in the Box,"5028 Broadway Avenue J, Galveston","{'lat': 29.2920741, 'lng': -94.8237678}","Jack in the Box5028 Broadway Avenue J, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
254,357,Domino's Pizza,"2108 Broadway Avenue J, Galveston","{'lat': 29.30086929999999, 'lng': -94.7899961}","Domino's Pizza2108 Broadway Avenue J, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
255,358,Jimmy John's,"102-B Kempner Street, Galveston","{'lat': 29.3082998, 'lng': -94.79313069999999}","Jimmy John's102-B Kempner Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
256,360,Domino's Pizza,"2705 61st Street Ste E, Galveston","{'lat': 29.2718422, 'lng': -94.8297626}","Domino's Pizza2705 61st Street Ste E, Galveston","Domino's Pizza2705 61st St Ste E Galveston, TX 77551",87
257,365,Jack in the Box,"2300 61st Street, Galveston","{'lat': 29.27607, 'lng': -94.83180779999999}","Jack in the Box2300 61st Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
258,366,Little Caesars Pizza,"2806 61st Street, Galveston","{'lat': 29.2711207, 'lng': -94.8282943}","Little Caesars Pizza2806 61st Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
259,367,Jack in the Box,"920 Seawall Boulevard, Galveston","{'lat': 29.3010669, 'lng': -94.7758676}","Jack in the Box920 Seawall Boulevard, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
260,369,Easy2GoMeals.com,"4417 Avenue S Suite A, Galveston","{'lat': 29.2802923, 'lng': -94.81218969999999}","Easy2GoMeals.com4417 Avenue S Suite A, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
261,371,Sharky's Tavern,"504 25th Street, Galveston","{'lat': 29.3037598, 'lng': -94.79533459999999}","Sharky's Tavern504 25th Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
262,372,The Burger Den,"1410 Seawall Boulevard, Galveston","{'lat': 29.2965973, 'lng': -94.7805175}","The Burger Den1410 Seawall Boulevard, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
263,373,It's Just Wings,"500 Seawall Boulevard #100, Galveston","{'lat': 29.30602, 'lng': -94.77216399999999}","It's Just Wings500 Seawall Boulevard #100, Galveston","Yamato2104 61st Street, Galveston",86
273,397,Circle K,"6902 Seawall Boulevard, Galveston","{'lat': 29.2626272, 'lng': -94.8343699}","Circle K6902 Seawall Boulevard, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
279,406,Golden Corral Buffet & Grill,"6200 Seawall Boulevard, Galveston","{'lat': 29.2660613, 'lng': -94.8282526}","Golden Corral Buffet & Grill6200 Seawall Boulevard, Galveston","Shrimp N Stuff3901 Avenue O, Galveston",86
281,411,Whataburger,"528 University Boulevard, Galveston","{'lat': 29.30916890000001, 'lng': -94.77360039999999}","Whataburger528 University Boulevard, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
282,412,Whataburger,"6327 Stewart Road, Galveston","{'lat': 29.2746342, 'lng': -94.8321098}","Whataburger6327 Stewart Road, Galveston","Whataburger6327 Stewart Rd Galveston, TX 77551",88
283,417,Waffle House,"2825 1/2 61st Street, Galveston","{'lat': 29.2682757, 'lng': -94.8276781}","Waffle House2825 1/2 61st Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
287,425,Hunt Brother Pizza,"8910 Seawall Boulevard, Galveston","{'lat': 29.2517957, 'lng': -94.8532616}","Hunt Brother Pizza8910 Seawall Boulevard, Galveston","Yamato2104 61st Street, Galveston",86
288,427,Peking Buffet,"6125 Central City Boulevard, Galveston","{'lat': 29.2687959, 'lng': -94.82845050000002}","Peking Buffet6125 Central City Boulevard, Galveston","Yamato2104 61st Street, Galveston",86
290,430,STINGS℠,"2028 The Strand, Galveston","{'lat': 29.3081264, 'lng': -94.79196859999999}","STINGS℠2028 The Strand, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
291,431,Galveston Snack Shack,"1020 Seawall Boulevard, Galveston","{'lat': 29.3001141, 'lng': -94.7765677}","Galveston Snack Shack1020 Seawall Boulevard, Galveston","Yamato2104 61st Street, Galveston",86
293,441,Brew Station,Galveston,"{'lat': 29.28523709999999, 'lng': -94.78957679999999}",Brew StationGalveston,"Royal Creations By Meca2110 Ann Marie Lane, Galveston",65
294,442,Galveston Primetime,"8902 Seawall Boulevard, Galveston","{'lat': 29.2530127, 'lng': -94.8542107}","Galveston Primetime8902 Seawall Boulevard, Galveston","Yamato2104 61st Street, Galveston",86
295,444,Moody Gardens 3D Theater,"1 Hope Boulevard, Galveston","{'lat': 29.2754026, 'lng': -94.8519352}","Moody Gardens 3D Theater1 Hope Boulevard, Galveston","Moody Gardens1 Hope Boulevard, Galveston",88
296,445,Spongebob SubPants Adventure,"1 Hope Boulevard, Galveston","{'lat': 29.2759333, 'lng': -94.8537346}","Spongebob SubPants Adventure1 Hope Boulevard, Galveston","Yamato2104 61st Street, Galveston",86
297,446,Pleasure Pier 5D Theater Ride,"2424 Seawall Boulevard, Galveston","{'lat': 29.28896259999999, 'lng': -94.79001129999999}","Pleasure Pier 5D Theater Ride2424 Seawall Boulevard, Galveston","The Spot3204 Seawall Boulevard, Galveston",86
298,448,Oppe Elementary School,"2915 81st Street, Galveston","{'lat': 29.263423, 'lng': -94.85022839999999}","Oppe Elementary School2915 81st Street, Galveston","Grete Oppe School2915 81st Street, Galveston",87
299,449,Satori Elementary School,"2503 Sealy Avenue, Galveston","{'lat': 29.30017, 'lng': -94.7948246}","Satori Elementary School2503 Sealy Avenue, Galveston","Yamato2104 61st Street, Galveston",86
300,450,Burnet Elementary School,"5501 Avenue S, Galveston","{'lat': 29.276497, 'lng': -94.8240831}","Burnet Elementary School5501 Avenue S, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
301,451,Alamo Elementary School,"5200 Avenue North 1/2, Galveston","{'lat': 29.2864649, 'lng': -94.8235596}","Alamo Elementary School5200 Avenue North 1/2, Galveston","Yamato2104 61st Street, Galveston",86
302,455,Odyssey Academy Galveston,"2412 61st Street, Galveston","{'lat': 29.275633, 'lng': -94.8293726}","Odyssey Academy Galveston2412 61st Street, Galveston","Yamato2104 61st Street, Galveston",86
303,456,Holy Family Catholic School,"2601 Ursuline Street, Galveston","{'lat': 29.294033, 'lng': -94.793756}","Holy Family Catholic School2601 Ursuline Street, Galveston","Shrimp N Stuff3901 Avenue O, Galveston",86
304,457,Ambassadors Preparatory Academy,"5001 Avenue U, Galveston","{'lat': 29.274333, 'lng': -94.818203}","Ambassadors Preparatory Academy5001 Avenue U, Galveston","Yamato2104 61st Street, Galveston",86
305,458,LA Morgan Elementary School,"1410 37th Street, Galveston","{'lat': 29.2920332, 'lng': -94.8059162}","LA Morgan Elementary School1410 37th Street, Galveston","Yamato2104 61st Street, Galveston",86
306,459,Trinity Episcopal School,"720 23rd Street Rear, Galveston","{'lat': 29.30250509999999, 'lng': -94.7921866}","Trinity Episcopal School720 23rd Street Rear, Galveston","Yamato2104 61st Street, Galveston",86
307,460,Parker Elementary School,"6802 Jones Drive, Galveston","{'lat': 29.2734241, 'lng': -94.8390199}","Parker Elementary School6802 Jones Drive, Galveston","Yamato2104 61st Street, Galveston",86
308,461,Rosenberg Elementary School,"721 10th Street, Galveston","{'lat': 29.3060557, 'lng': -94.7785359}","Rosenberg Elementary School721 10th Street, Galveston","Yamato2104 61st Street, Galveston",86
309,468,Walgreens,"2501 61st Street, Galveston","{'lat': 29.274969, 'lng': -94.8313075}","Walgreens2501 61st Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
310,471,Walgreens,"308 Seawall Boulevard, Galveston","{'lat': 29.3078975, 'lng': -94.770623}","Walgreens308 Seawall Boulevard, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
311,475,Harborside Food Mart,"8220 Harborside Drive, Galveston","{'lat': 29.2874585, 'lng': -94.8635456}","Harborside Food Mart8220 Harborside Drive, Galveston","Yamato2104 61st Street, Galveston",86
312,478,On the Run,"4427 Broadway Avenue J, Galveston","{'lat': 29.293301, 'lng': -94.8167646}","On the Run4427 Broadway Avenue J, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
313,479,Murphy USA,"6810 Seawall Boulevard, Galveston","{'lat': 29.26315, 'lng': -94.83364}","Murphy USA6810 Seawall Boulevard, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
314,480,Texaco Galveston,"1928 Broadway Avenue J, Galveston","{'lat': 29.301321, 'lng': -94.7883262}","Texaco Galveston1928 Broadway Avenue J, Galveston","Chevron Galveston3902 Broadway Avenue J, Galveston",87
315,481,Texaco,"6101 Broadway Street, Galveston","{'lat': 29.2879576, 'lng': -94.8380791}","Texaco6101 Broadway Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
316,482,Chevron,"2502 45th Street, Galveston","{'lat': 29.2801474, 'lng': -94.8124706}","Chevron2502 45th Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
317,483,Tiki Food Mart,"200 Tiki Drive, Galveston","{'lat': 29.302725, 'lng': -94.90395649999999}","Tiki Food Mart200 Tiki Drive, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
318,484,Island Food Mart,"8224 Harborside Drive, Galveston","{'lat': 29.2868953, 'lng': -94.863742}","Island Food Mart8224 Harborside Drive, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
319,485,Dollar General,"14322 Termini-San Luis Pass Road, Galveston","{'lat': 29.2006851, 'lng': -94.94879569999999}","Dollar General14322 Termini-San Luis Pass Road, Galveston","Shrimp N Stuff3901 Avenue O, Galveston",86
321,487,Dollar General,"2415 69th Street b, Galveston","{'lat': 29.2713435, 'lng': -94.83905569999999}","Dollar General2415 69th Street b, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
326,493,Chevron,"17523 Farm to Market Road 3005, Galveston","{'lat': 29.1748447, 'lng': -94.9858486}","Chevron17523 Farm to Market Road 3005, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
327,494,Seasons Food Mart,"2701 Broadway Avenue J, Galveston","{'lat': 29.2984014, 'lng': -94.79679949999999}","Seasons Food Mart2701 Broadway Avenue J, Galveston","Yamato2104 61st Street, Galveston",86
330,517,CVS,"2326 61st Street, Galveston","{'lat': 29.2762064, 'lng': -94.8307695}","CVS2326 61st Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
331,518,7 Days Food Store,"3428 Seawall Boulevard, Galveston","{'lat': 29.2820312, 'lng': -94.80056549999999}","7 Days Food Store3428 Seawall Boulevard, Galveston","Yamato2104 61st Street, Galveston",86
332,520,Merco Supermarket,"2203 45th Street, Galveston","{'lat': 29.282635, 'lng': -94.8137692}","Merco Supermarket2203 45th Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
333,524,Food Mart,"6101 Broadway Street, Galveston","{'lat': 29.287939, 'lng': -94.8380339}","Food Mart6101 Broadway Street, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
334,527,Valero,"3825 Broadway Avenue J, Galveston","{'lat': 29.2949705, 'lng': -94.8099404}","Valero3825 Broadway Avenue J, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
335,528,"Dr. Kelly L. Scott, MD","301 University Boulevard, Galveston","{'lat': 29.3107498, 'lng': -94.7758738}","Dr. Kelly L. Scott, MD301 University Boulevard, Galveston","Shrimp N Stuff3901 Avenue O, Galveston",86
336,530,Ball High School,"4115 Avenue O, Galveston","{'lat': 29.2873747, 'lng': -94.8115993}","Ball High School4115 Avenue O, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
337,531,Saint Marys School,Galveston,"{'lat': 29.3037745, 'lng': -94.78991359999999}",Saint Marys SchoolGalveston,Moody SchoolGalveston,79
338,533,O'Connell College Preparatory School,"1320 23rd Street Rear, Galveston","{'lat': 29.2971155, 'lng': -94.790227}","O'Connell College Preparatory School1320 23rd Street Rear, Galveston","The Spot3204 Seawall Boulevard, Galveston",86
341,536,Walk on Water Yoga,"14302 Stewart Road, Galveston","{'lat': 29.207382, 'lng': -94.949243}","Walk on Water Yoga14302 Stewart Road, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
342,537,Weis Middle School,"7100 Stewart Road, Galveston","{'lat': 29.265021, 'lng': -94.83880359999999}","Weis Middle School7100 Stewart Road, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
343,538,Chance 2 Grow Childcare,"5736 Avenue R, Galveston","{'lat': 29.27820700000001, 'lng': -94.827944}","Chance 2 Grow Childcare5736 Avenue R, Galveston","Moody Gardens Hotel, Spa and Convention Center7 Hope Boulevard, Galveston",86
346,541,AIM College & Career Prep,"5200 Avenue North 1/2, Galveston","{'lat': 29.2865142, 'lng': -94.8234179}","AIM College & Career Prep5200 Avenue North 1/2, Galveston","Shrimp N Stuff3901 Avenue O, Galveston",86
347,543,A is for Apple Childcare & Learning Center,"721 35th Street, Galveston","{'lat': 29.2984164, 'lng': -94.80666939999999}","A is for Apple Childcare & Learning Center721 35th Street, Galveston","The Spot3204 Seawall Boulevard, Galveston",86
348,544,Seibel Student Services Center,"3030 Texas Clipper Road, Galveston","{'lat': 29.3161553, 'lng': -94.8176582}","Seibel Student Services Center3030 Texas Clipper Road, Galveston","The Spot3204 Seawall Boulevard, Galveston",86
