Original_Index,Name,Longitude,Latitude,Daily_Pickup_Totes,Weekly_Dropoff_Totes,user_ratings_total,category,rating,weekly_high,weekly_low,best_weekly_estimate,Address,geometry,Adoption,Adoption Guess,Visited ,Influence,location_type,pickup_type,id,Capacity,Route,Route Stop Number,Cumulative_Distance,Truck_Load
46,Fish Company Taco,-94.7889025,29.2918404,1,1,368.0,restaurant,4.8,100,50,100,"1914 23rd Street, Galveston",POINT (-94.7889025 29.2918404),Skeptical,Med,No,Low,indoor,Truck,,-1,0-0,112,72438,100
46,Fish Company Taco,-94.7889025,29.2918404,1,1,368.0,restaurant,4.8,100,50,100,"1914 23rd Street, Galveston",POINT (-94.7889025 29.2918404),Skeptical,Med,No,Low,indoor,Truck,,1,0-0,113,72438,101
198,,-94.79125240816202,29.296987170079213,1,0,,,,,,,,,,,,,outdoor,Truck,2006.0,1,0-0,114,73079,102
38,Bambú,-94.7909648,29.2976696,1,1,780.0,restaurant,4.5,1050,150,1050,"1220 23rd Street, Galveston",POINT (-94.7909648 29.2976696),Skeptical,Med,No,Low,indoor,Truck,,1,0-0,115,73143,103
20,Galveston Bagel Company,-94.7913851,29.2989118,1,1,140.0,bakery,4.7,2100,1750,2100,"1110 23rd Street, Galveston",POINT (-94.7913851 29.2989118),Curious,High,Yes,Low,indoor,Truck,,1,0-0,116,73286,104
61,Fisherman's Wharf,-94.7936367,29.3089314,1,1,5747.0,restaurant,4.4,700,140,700,"2200 Harborside Drive, Galveston",POINT (-94.7936367 29.3089314),Skeptical,Med,No,High,indoor,Truck,,1,0-0,117,74508,105
103,Gonzalo’s American Bistro,-94.7778359,29.3090727,1,1,35.0,restaurant,5.0,700,100,700,"415 9th Street, Galveston",POINT (-94.7778359 29.3090727),Curious,Med,No,Low,indoor,Truck,,-1,0-0,118,74508,104
103,Gonzalo’s American Bistro,-94.7778359,29.3090727,1,1,35.0,restaurant,5.0,700,100,700,"415 9th Street, Galveston",POINT (-94.7778359 29.3090727),Curious,Med,No,Low,indoor,Truck,,1,0-0,119,74508,105
8,Vargas Cut and Catch (listed above),-94.7913854,29.3052268,1,1,297.0,bar,4.8,35,49,35,"2102 Postoffice Street, Galveston",POINT (-94.7913854 29.3052268),Curious,High,No,High,indoor,Truck,,-1,0-0,120,74508,104
78,Taco Cabana,-94.82903,29.27079,2,1,109.0,restaurant,2.0,2800,400,2800,"2729 61st St. Galveston, TX 77551",POINT (-94.82903 29.27079),Opp,Med,No,Low,indoor,Truck,,-1,0-0,121,74508,103
78,Taco Cabana,-94.82903,29.27079,2,1,109.0,restaurant,2.0,2800,400,2800,"2729 61st St. Galveston, TX 77551",POINT (-94.82903 29.27079),Opp,Med,No,Low,indoor,Truck,,2,0-0,122,74508,105
210,,-94.82860688351526,29.27008306635599,1,0,,,,,,,,,,,,,outdoor,Truck,2018.0,1,0-0,123,74618,106
181,,-94.8337225887035,29.292139728627397,1,0,,,,,,,,,,,,,outdoor,Truck,1010.0,1,0-0,124,77540,107
53,Willie G's Seafood & Steaks,-94.792803,29.309303,1,1,3060.0,restaurant,4.3,3500,500,3500,"2100 Harborside Drive, Galveston",POINT (-94.792803 29.309303),Skeptical,Med,No,High,indoor,Truck,,-1,0-0,125,77540,106
53,Willie G's Seafood & Steaks,-94.792803,29.309303,1,1,3060.0,restaurant,4.3,3500,500,3500,"2100 Harborside Drive, Galveston",POINT (-94.792803 29.309303),Skeptical,Med,No,High,indoor,Truck,,1,0-0,126,77540,107
160,Suki Poke by the Sea,-94.7726445,29.3106151,1,1,312.0,restaurant,4.4,,,93.75,"427 Market Street, Galveston",POINT (-94.7726445 29.3106151),Skeptical,Med,Yes,Low,indoor,Truck,,-1,0-0,127,77540,106
160,Suki Poke by the Sea,-94.7726445,29.3106151,1,1,312.0,restaurant,4.4,,,93.75,"427 Market Street, Galveston",POINT (-94.7726445 29.3106151),Skeptical,Med,Yes,Low,indoor,Truck,,1,0-0,128,77540,107
55,Sky Bar,-94.7914472,29.3049316,1,1,378.0,restaurant,4.3,210,70,210,"2105 Postoffice St, Galveston",POINT (-94.7914472 29.3049316),Skeptical,Med,No,High,indoor,Truck,,-1,0-0,129,77540,106
166,Gypsy Joynt,-94.83164758,29.27417239,2,1,622.0,restaurant,4.5,2000,1400,2000,"6105 Stewart Rd Galveston, TX 77551",POINT (-94.8316475822502 29.2741723877485),TBD,Med,Yes,Med,indoor,Truck,,-1,0-0,130,77540,105
166,Gypsy Joynt,-94.83164758,29.27417239,2,1,622.0,restaurant,4.5,2000,1400,2000,"6105 Stewart Rd Galveston, TX 77551",POINT (-94.8316475822502 29.2741723877485),TBD,Med,Yes,Med,indoor,Truck,,2,0-0,131,77540,107
211,,-94.8308675247102,29.27466850361676,1,0,,,,,,,,,,,,,outdoor,Truck,2019.0,1,0-0,132,77642,108
167,Café Canela,-94.8308258,29.2744235,1,1,412.0,restaurant,4.6,350,50,350,"6105 Stewart Road Suite C, Galveston",POINT (-94.8308258 29.2744235),Skeptical,Med,Yes,Low,indoor,Truck,,1,0-0,133,77660,109
190,,-94.8334411310532,29.29042142675482,1,0,,,,,,,,,,,,,outdoor,Truck,1019.0,1,0-0,134,80007,110
61,Fisherman's Wharf,-94.7936367,29.3089314,1,1,5747.0,restaurant,4.4,700,140,700,"2200 Harborside Drive, Galveston",POINT (-94.7936367 29.3089314),Skeptical,Med,No,High,indoor,Truck,,-1,0-0,135,80007,109
175,,-94.80319324564574,29.307076972140123,1,0,,,,,,,,,,,,,outdoor,Truck,1004.0,1,0-0,136,81127,110
29,Mosquito Cafe,-94.7825488,29.3057145,1,1,2625.0,restaurant,4.4,300,150,300,"628 14th Street, Galveston",POINT (-94.7825488 29.3057145),Fan,High,Yes,High,indoor,Truck,,-1,0-0,137,81127,109
28,The Sunflower Bakery & Cafe,-94.7829794,29.3070498,1,1,3947.0,cafe,4.6,350,350,350,"512 14th Street, Galveston",POINT (-94.7829794 29.3070498),Skeptical,High,Yes,High,indoor,Truck,,1,0-0,138,81280,110
120,PJ’s coffee,-94.7780584,29.3114867,1,1,,cafe,,,,625,"712 Texas Avenue, Galveston (UTMB)",POINT (-94.7780584 29.3114867),Curious,Med,No,High,indoor,Truck,,-1,0-0,139,81419,109
120,PJ’s coffee,-94.7780584,29.3114867,1,1,,cafe,,,,625,"712 Texas Avenue, Galveston (UTMB)",POINT (-94.7780584 29.3114867),Curious,Med,No,High,indoor,Truck,,1,0-0,140,81419,110
51,Monarch Restaurant,-94.7863581,29.2925893,1,1,5.0,restaurant,3.2,0,0,93.75,"2024 Seawall Boulevard, Galveston",POINT (-94.7863581 29.2925893),Cuirous,Med,No,Not open yet,indoor,Truck,,-1,0-0,141,81419,109
51,Monarch Restaurant,-94.7863581,29.2925893,1,1,5.0,restaurant,3.2,0,0,93.75,"2024 Seawall Boulevard, Galveston",POINT (-94.7863581 29.2925893),Cuirous,Med,No,Not open yet,indoor,Truck,,1,0-0,142,81419,110
222,,-94.73960832343784,29.3320127193003,1,0,,,,,,,,,,,,,outdoor,Truck,3001.0,1,0-0,143,88555,111
221,,-94.73484853399322,29.330690124659,1,0,,,,,,,,,,,,,outdoor,Truck,3000.0,1,0-0,144,89056,112
58,Hey Mikey's Ice Cream,-94.79194,29.3051204,1,1,818.0,cafe,4.6,,,625,"2120 Postoffice St, Galveston",POINT (-94.79194 29.3051204),Skeptical,Med,No,High,indoor,Truck,,-1,0-0,145,89056,111
118,Shearn's Seafood and Prime Steaks,-94.85046387,29.27082677,1,1,110.0,restaurant,4.0,0,0,93.75,"7 Hope Blvd Galveston, TX 77554",POINT (-94.8504638671875 29.270826769182),Skeptical,Med,No,High,indoor,Truck,,-1,0-0,146,89091,110
117,Cafe in the Park,-94.85089697,29.27307241,3,3,48.0,restaurant,3.0,2000,800,2000,"7 Hope Blvd Galveston, TX 77554",POINT (-94.8508969682617 29.2730724079183),Skeptical,Med,No,High,indoor,Truck,,-3,0-0,147,89730,107
117,Cafe in the Park,-94.85089697,29.27307241,3,3,48.0,restaurant,3.0,2000,800,2000,"7 Hope Blvd Galveston, TX 77554",POINT (-94.8508969682617 29.2730724079183),Skeptical,Med,No,High,indoor,Truck,,3,0-0,148,89730,110
0,Moody Gardens,-94.8523,29.2736,0,0,,,,,,,,,,,,,depot,Truck,,60,0-0,149,90020,110
0,Moody Gardens,-94.8523,29.2736,0,0,,,,,,,,,,,,,depot,Truck,,77,1-0,1,0,77
33,Cooper's Landing,-94.8780445,29.2407199,1,1,219.0,restaurant,4.3,700,280,700,"11150 Termini-San Luis Pass Road, Galveston",POINT (-94.8780445 29.2407199),Skeptical,Med,No,Low,indoor,Truck,,-1,1-0,2,2704,76
33,Cooper's Landing,-94.8780445,29.2407199,1,1,219.0,restaurant,4.3,700,280,700,"11150 Termini-San Luis Pass Road, Galveston",POINT (-94.8780445 29.2407199),Skeptical,Med,No,Low,indoor,Truck,,1,1-0,3,2704,77
251,,-94.87811761972976,29.23872499917516,1,0,,,,,,,,,,,,,outdoor,Truck,3030.0,1,1-0,4,2937,78
247,,-94.79551215028134,29.292771721098887,1,0,,,,,,,,,,,,,outdoor,Truck,3026.0,1,1-0,5,13911,79
27,Star Drug Store,-94.7931581,29.304249,2,1,1247.0,restaurant,4.5,140,35,140,"510 23rd Street, Galveston",POINT (-94.7931581 29.304249),Curious,High,Yes,Low,indoor,Truck,,-1,1-0,6,13911,78
27,Star Drug Store,-94.7931581,29.304249,2,1,1247.0,restaurant,4.5,140,35,140,"510 23rd Street, Galveston",POINT (-94.7931581 29.304249),Curious,High,Yes,Low,indoor,Truck,,2,1-0,7,13911,80
77,Freckleberry Teahouse,-94.79937,29.3041968,1,1,78.0,cafe,4.9,,,625,"2724 Market Street, Galveston",POINT (-94.79937 29.3041968),Curious,Med,No,Med,indoor,Truck,,-1,1-0,8,13911,79
77,Freckleberry Teahouse,-94.79937,29.3041968,1,1,78.0,cafe,4.9,,,625,"2724 Market Street, Galveston",POINT (-94.79937 29.3041968),Curious,Med,No,Med,indoor,Truck,,1,1-0,9,13911,80
14,Maceo Spice & Import Company,-94.7988412,29.3042052,1,1,564.0,restaurant,4.7,1050,420,1050,"2706 Market Street, Galveston",POINT (-94.7988412 29.3042052),Fan,High,No,Med,indoor,Truck,,-1,1-0,10,13911,79
14,Maceo Spice & Import Company,-94.7988412,29.3042052,1,1,564.0,restaurant,4.7,1050,420,1050,"2706 Market Street, Galveston",POINT (-94.7988412 29.3042052),Fan,High,No,Med,indoor,Truck,,1,1-0,11,13911,80
70,Patrick’s Bar,-94.7959472,29.3066379,1,1,174.0,bar,4.3,350,50,350,"2411 The Strand B, Galveston",POINT (-94.7959472 29.3066379),Skeptical,Med,No,Low,indoor,Truck,,-1,1-0,12,13911,79
67,Shark Shack,-94.7957083,29.3069439,1,1,1607.0,bar,4.6,210,30,210,"2402 The Strand, Galveston",POINT (-94.7957083 29.3069439),Skeptical,Med,No,Med,indoor,Truck,,-1,1-0,13,13935,78
67,Shark Shack,-94.7957083,29.3069439,1,1,1607.0,bar,4.6,210,30,210,"2402 The Strand, Galveston",POINT (-94.7957083 29.3069439),Skeptical,Med,No,Med,indoor,Truck,,1,1-0,14,13935,79
101,Trattoria La Vigna,-94.7901585,29.306202,1,1,563.0,restaurant,4.6,0,0,93.75,"412 20th Street, Galveston",POINT (-94.7901585 29.306202),Skeptical,Med,No,Low,indoor,Truck,,-1,1-0,15,13935,78
101,Trattoria La Vigna,-94.7901585,29.306202,1,1,563.0,restaurant,4.6,0,0,93.75,"412 20th Street, Galveston",POINT (-94.7901585 29.306202),Skeptical,Med,No,Low,indoor,Truck,,1,1-0,16,13935,79
102,Shucks Tavern,-94.7912194,29.3055721,1,1,97.0,restaurant,4.7,35,0,35,"414 21st Street, Galveston",POINT (-94.7912194 29.3055721),Curious,Med,No,Low,indoor,Truck,,-1,1-0,17,13935,78
102,Shucks Tavern,-94.7912194,29.3055721,1,1,97.0,restaurant,4.7,35,0,35,"414 21st Street, Galveston",POINT (-94.7912194 29.3055721),Curious,Med,No,Low,indoor,Truck,,1,1-0,18,13935,79
153,Yaga's Cafe,-94.7949518,29.3071481,1,1,1708.0,bar,4.4,250,150,250,"2314 The Strand, Galveston",POINT (-94.7949518 29.3071481),Skeptical,Med,Yes,High,indoor,Truck,,-1,1-0,19,13935,78
68,Jack's Pub On Post Office,-94.7951116,29.3043679,2,2,316.0,bar,4.6,210,30,210,"2406 Postoffice St, Galveston",POINT (-94.7951116 29.3043679),Hesitant,Med,No,Low,indoor,Truck,,-2,1-0,20,13935,76
65,Playground Patio Bar & Grill,-94.795242,29.30667,1,1,216.0,bar,4.4,,,140.625,"2325 The Strand, Galveston",POINT (-94.795242 29.30667),Skeptical,Med,No,Low,indoor,Truck,,1,1-0,21,14197,77
26,Eatcetera,-94.795793,29.3044994,1,1,299.0,restaurant,4.5,42,42,42,"408 25th Street, Galveston",POINT (-94.795793 29.3044994),Raving Fan,High,Yes,Med,indoor,Truck,,-1,1-0,22,14240,76
172,,-94.79652426820594,29.30682933975252,1,0,,,,,,,,,,,,,outdoor,Bike,1001.0,1,1-0,23,14564,77
154,Brews Brothers,-94.7958692,29.3069004,2,2,672.0,bar,4.3,,,1125,"2404 The Strand, Galveston",POINT (-94.7958692 29.3069004),Skeptical,Med,Yes,Low,indoor,Truck,,-2,1-0,24,14564,75
154,Brews Brothers,-94.7958692,29.3069004,2,2,672.0,bar,4.3,,,1125,"2404 The Strand, Galveston",POINT (-94.7958692 29.3069004),Skeptical,Med,Yes,Low,indoor,Truck,,2,1-0,25,14564,77
147,Brewchachos Tacos & Cantina,-94.7925997,29.3078756,1,1,1043.0,bar,4.2,2800,400,2800,"2110 The Strand, Galveston",POINT (-94.7925997 29.3078756),Skeptical,Med,Yes,Med,indoor,Truck,,-1,1-0,26,14579,76
147,Brewchachos Tacos & Cantina,-94.7925997,29.3078756,1,1,1043.0,bar,4.2,2800,400,2800,"2110 The Strand, Galveston",POINT (-94.7925997 29.3078756),Skeptical,Med,Yes,Med,indoor,Truck,,1,1-0,27,14579,77
7,Rudy & Paco Restaurant and Bar,-94.791081,29.3053363,1,1,892.0,bar,4.7,100,75,100,"2028 Postoffice St, Galveston",POINT (-94.791081 29.3053363),Hesitant,High,No,High,indoor,Truck,,-1,1-0,28,14579,76
148,Rosario`s flying pizza and pub,-94.7928341,29.3073255,1,1,34.0,restaurant,4.6,280,40,280,"2121 The Strand, Galveston",POINT (-94.7928341 29.3073255),Curious,Med,Yes,Low,indoor,Truck,,-1,1-0,29,14579,75
148,Rosario`s flying pizza and pub,-94.7928341,29.3073255,1,1,34.0,restaurant,4.6,280,40,280,"2121 The Strand, Galveston",POINT (-94.7928341 29.3073255),Curious,Med,Yes,Low,indoor,Truck,,1,1-0,30,14579,76
65,Playground Patio Bar & Grill,-94.795242,29.30667,1,1,216.0,bar,4.4,,,140.625,"2325 The Strand, Galveston",POINT (-94.795242 29.30667),Skeptical,Med,No,Low,indoor,Truck,,-1,1-0,31,14579,75
12,Riondo's Ristorante,-94.795454,29.3070258,1,1,758.0,restaurant,4.5,70,70,70,"2328 The Strand, Galveston",POINT (-94.795454 29.3070258),Fan,High,No,Med,indoor,Truck,,1,1-0,32,14622,76
110,Sharky's Tavern,-94.7953346,29.3037598,2,2,757.0,restaurant,4.4,,,1250,"504 25th Street, Galveston",POINT (-94.7953346 29.3037598),Skeptical,Med,No,High,indoor,Truck,,-2,1-0,33,14622,74
71,Trini Mike's Island Time Kitchen (Food Truck),-94.7954706,29.3041632,1,1,5.0,restaurant,4.2,,,93.75,"2424 Post Office, Galveston (Sharkeys)",POINT (-94.7954706 29.3041632),Skeptical,Med,No,Low,indoor,Truck,,1,1-0,34,14745,75
66,Press Box,-94.7948097,29.3040367,2,2,320.0,bar,4.4,70,10,70,"2401 Postoffice Street, Galveston",POINT (-94.7948097 29.3040367),Hesitant,Med,No,Med,indoor,Truck,,2,1-0,35,14802,77
10,Toujouse (listed under Tremont House),-94.7948312,29.3062632,1,1,6.0,cafe,5.0,0,0,625,"2300 Ship Mechanic Row Street, Galveston",POINT (-94.7948312 29.3062632),Curious,High,No,High,indoor,Truck,,1,1-0,36,15072,78
150,The Garden Thai Cuisine,-94.7940546,29.3065697,1,1,146.0,restaurant,4.5,210,30,210,"216 23rd Street, Galveston",POINT (-94.7940546 29.3065697),Skeptical,Med,Yes,Low,indoor,Truck,,1,1-0,37,15171,79
62,Axecade,-94.7941601,29.3070637,1,1,113.0,restaurant,4.8,2100,300,2100,"2217 Strand St Second Floor 217, 2217 The Strand Suite 217, Galveston",POINT (-94.7941601 29.3070637),Skeptical,Med,No,Low,indoor,Truck,,1,1-0,38,15226,80
173,,-94.79468452427888,29.30753393564195,1,0,,,,,,,,,,,,,outdoor,Bike,1002.0,1,1-0,39,15312,81
11,The Pink Foyer Sweets Boutique,-94.7945911,29.3060402,1,1,1.0,bakery,5.0,0,0,112.5,"2315 Mechanic Street, Galveston",POINT (-94.7945911 29.3060402),Curious,High,No,Low,indoor,Truck,,-1,1-0,40,15312,80
11,The Pink Foyer Sweets Boutique,-94.7945911,29.3060402,1,1,1.0,bakery,5.0,0,0,112.5,"2315 Mechanic Street, Galveston",POINT (-94.7945911 29.3060402),Curious,High,No,Low,indoor,Truck,,1,1-0,41,15312,81
162,Koop's BBQ Kitchen,-94.8173499,29.2931568,2,1,211.0,restaurant,4.8,0,0,750,"4501 Broadway Avenue J, Galveston",POINT (-94.8173499 29.2931568),Skeptical,Med,Yes,Low,indoor,Truck,,-1,1-0,42,15312,80
39,Lil’ Buffalo Grille,-94.8706411,29.2610884,1,1,216.0,restaurant,4.8,350,35,350,"13 Evia Main, Galveston",POINT (-94.8706411 29.2610884),Curious,Med,No,Low,indoor,Truck,,-1,1-0,43,15312,79
39,Lil’ Buffalo Grille,-94.8706411,29.2610884,1,1,216.0,restaurant,4.8,350,35,350,"13 Evia Main, Galveston",POINT (-94.8706411 29.2610884),Curious,Med,No,Low,indoor,Truck,,1,1-0,44,15312,80
122,Dolphin World Inc No 2,-94.85317,29.25173,1,1,5.0,restaurant,2.0,210,30,210,"718 41st Str Galveston, TX 77550",POINT (-94.85317 29.25173),Skeptical,Med,No,Low,indoor,Truck,,-1,1-0,45,15312,79
122,Dolphin World Inc No 2,-94.85317,29.25173,1,1,5.0,restaurant,2.0,210,30,210,"718 41st Str Galveston, TX 77550",POINT (-94.85317 29.25173),Skeptical,Med,No,Low,indoor,Truck,,1,1-0,46,15312,80
168,Gino's Italian Restaurant and Pizzeria,-94.832217,29.2753139,1,1,1056.0,restaurant,4.3,35,5,35,"6124 Stewart Road, Galveston",POINT (-94.832217 29.2753139),Skeptical,Med,Yes,Low,indoor,Truck,,1,1-0,47,19171,81
22,Cajun Greek,-94.8316408,29.2769392,1,1,999.0,restaurant,4.0,50,25,50,"2226 61st St Galveston, TX 77551",POINT (-94.8316408 29.2769392),Curious,High,Yes,Med,indoor,Truck,,1,1-0,48,19442,82
189,,-94.83901023515826,29.29108366340304,1,0,,,,,,,,,,,,,outdoor,Truck,1018.0,1,1-0,49,21231,83
151,The Sandbar Grille,-95.0470522,29.1449775,1,1,292.0,bar,4.0,2000,1400,2000,"21706 Burnet Drive, Galveston",POINT (-95.0470522 29.1449775),Skeptical,Med,Yes,Med,indoor,Truck,,-1,1-0,50,21231,82
131,Galveston Food Truck Park,-95.0404814,29.1415146,1,1,6.0,food,5.0,,,0,"Nest to the Wet Whistle Bar in Sea Isle, 21510 Termini-San Luis Pass Road, Galveston",POINT (-95.0404814 29.1415146),Skeptical,Med,No,Low,indoor,Truck,,1,1-0,51,22214,83
255,,-94.95608616231785,29.196347559108165,1,0,,,,,,,,,,,,,outdoor,Truck,3034.0,1,1-0,52,32526,84
253,,-94.9278228922708,29.210431153328607,1,0,,,,,,,,,,,,,outdoor,Truck,3032.0,1,1-0,53,35945,85
246,,-94.8738468189325,29.2405914297026,1,0,,,,,,,,,,,,,outdoor,Truck,3025.0,1,1-0,54,42916,86
126,SEA BEAN Coffee Cafe,-94.8532271,29.2506218,2,1,7.0,cafe,4.5,,,750,"9001 Seawall Blvd Galveston, TX 77551 (Jimmies)",POINT (-94.8532271 29.2506218),Skeptical,Med,No,High,indoor,Truck,,2,1-0,55,45333,88
72,La Estacion Restaurant,-94.794797,29.3015187,1,1,442.0,restaurant,4.3,175,25,175,"2428 Avenue H, Galveston",POINT (-94.794797 29.3015187),Skeptical,Med,No,Low,indoor,Truck,,1,1-0,56,54260,89
13,Sugar & Rye,-94.7944536,29.3031184,1,1,128.0,restaurant,4.8,35,70,35,"2401 Church Street, Galveston",POINT (-94.7944536 29.3031184),Curious,High,No,Low,indoor,Truck,,1,1-0,57,54536,90
66,Press Box,-94.7948097,29.3040367,2,2,320.0,bar,4.4,70,10,70,"2401 Postoffice Street, Galveston",POINT (-94.7948097 29.3040367),Hesitant,Med,No,Med,indoor,Truck,,-2,1-0,58,54536,88
7,Rudy & Paco Restaurant and Bar,-94.791081,29.3053363,1,1,892.0,bar,4.7,100,75,100,"2028 Postoffice St, Galveston",POINT (-94.791081 29.3053363),Hesitant,High,No,High,indoor,Truck,,1,1-0,59,54924,89
48,Saltwater Grill,-94.790643,29.3050765,1,1,653.0,restaurant,4.4,280,70,280,"2017 Postoffice Street, Galveston",POINT (-94.790643 29.3050765),Skeptical,Med,No,High,indoor,Truck,,1,1-0,60,54956,90
199,,-94.7898969706002,29.306879649441004,1,0,,,,,,,,,,,,,outdoor,Bike,2007.0,1,1-0,61,55181,91
104,Mama Teresa's Flying Pizza,-94.7911778,29.3055494,2,1,1875.0,restaurant,4.6,175,25,175,"416 21st Street, Galveston",POINT (-94.7911778 29.3055494),Skeptical,Med,No,Low,indoor,Truck,,-1,1-0,62,55181,90
104,Mama Teresa's Flying Pizza,-94.7911778,29.3055494,2,1,1875.0,restaurant,4.6,175,25,175,"416 21st Street, Galveston",POINT (-94.7911778 29.3055494),Skeptical,Med,No,Low,indoor,Truck,,2,1-0,63,55181,92
62,Axecade,-94.7941601,29.3070637,1,1,113.0,restaurant,4.8,2100,300,2100,"2217 Strand St Second Floor 217, 2217 The Strand Suite 217, Galveston",POINT (-94.7941601 29.3070637),Skeptical,Med,No,Low,indoor,Truck,,-1,1-0,64,55181,91
184,,-94.79338136883872,29.30760607604601,1,0,,,,,,,,,,,,,outdoor,Bike,1013.0,1,1-0,65,55332,92
10,Toujouse (listed under Tremont House),-94.7948312,29.3062632,1,1,6.0,cafe,5.0,0,0,625,"2300 Ship Mechanic Row Street, Galveston",POINT (-94.7948312 29.3062632),Curious,High,No,High,indoor,Truck,,-1,1-0,66,55332,91
94,Rail Road Museum,-94.8091242,29.2983795,1,1,408.0,restaurant,4.6,400,100,400,"2602 Santa Fe Pl, Galveston",POINT (-94.8091242 29.2983795),Curious,med,Yes,Low,indoor,Truck,,-1,1-0,67,55332,90
24,Red Light Coffee Roasters,-94.7995497,29.3040468,1,1,305.0,cafe,4.6,150,100,150,"2728 Market Street, Galveston",POINT (-94.7995497 29.3040468),Curious,High,Yes,Med,indoor,Truck,,-1,1-0,68,57048,89
