Original_Index,Name,Longitude,Latitude,Daily_Pickup_Totes,Weekly_Dropoff_Totes,user_ratings_total,category,rating,weekly_high,weekly_low,best_weekly_estimate,Address,geometry,Adoption,Adoption Guess,Visited ,Influence,location_type,pickup_type,id,Capacity,Cumulative_Distance,Truck_Load
0,Moody Gardens,-94.8523,29.2736,0,0,,,,,,,,,,,,,depot,Truck,,77,0,77
1,,-94.85524271265918,29.267539716885995,1,0,,,,,,,,,,,,,outdoor,Truck,1020.0,1,869,78
31,,-94.8585634701748,29.25802666551796,1,0,,,,,,,,,,,,,outdoor,Truck,2023.0,1,3436,79
30,Tin Cup's Caddy Shack,-94.8556317,29.2539288,1,1,197.0,bar,4.6,,,140.625,"9020 Stewart Road, Galveston",POINT (-94.8556317 29.2539288),Skeptical,Med,No,Low,indoor,Truck,,1,3472,80
113,Tin Cup's Caddy Shack,-94.8556317,29.2539288,1,1,197.0,bar,4.6,,,140.625,"9020 Stewart Road, Galveston",POINT (-94.8556317 29.2539288),Skeptical,Med,No,Low,indoor,Truck,,-1,3472,79
27,,-94.86949678276189,29.26546777295611,1,0,,,,,,,,,,,,,outdoor,Truck,2022.0,1,6206,80
111,Lil’ Buffalo Grille,-94.8706411,29.2610884,1,1,216.0,restaurant,4.8,350.0,35.0,350.0,"13 Evia Main, Galveston",POINT (-94.8706411 29.2610884),Curious,Med,No,Low,indoor,Truck,,-1,8299,79
28,Lil’ Buffalo Grille,-94.8706411,29.2610884,1,1,216.0,restaurant,4.8,350.0,35.0,350.0,"13 Evia Main, Galveston",POINT (-94.8706411 29.2610884),Curious,Med,No,Low,indoor,Truck,,1,8299,80
112,Sugar Bean,-94.8704183,29.2610286,1,1,476.0,cafe,4.7,200.0,50.0,200.0,"11 Evia Main, Galveston",POINT (-94.8704183 29.2610286),Curious,High,No,High,indoor,Truck,,-1,8358,79
29,Sugar Bean,-94.8704183,29.2610286,1,1,476.0,cafe,4.7,200.0,50.0,200.0,"11 Evia Main, Galveston",POINT (-94.8704183 29.2610286),Curious,High,No,High,indoor,Truck,,1,8358,80
9,Cooper's Landing,-94.8780445,29.2407199,1,1,219.0,restaurant,4.3,700.0,280.0,700.0,"11150 Termini-San Luis Pass Road, Galveston",POINT (-94.8780445 29.2407199),Skeptical,Med,No,Low,indoor,Truck,,1,11933,81
103,Cooper's Landing,-94.8780445,29.2407199,1,1,219.0,restaurant,4.3,700.0,280.0,700.0,"11150 Termini-San Luis Pass Road, Galveston",POINT (-94.8780445 29.2407199),Skeptical,Med,No,Low,indoor,Truck,,-1,11933,80
105,Hummel's General Store & Deli,-94.9374899,29.20822,2,1,22.0,convenience store,4.5,700.0,100.0,700.0,,POINT (-94.9374899 29.20822),Skeptical,Med,No,Med,indoor,Truck,,-1,18833,79
11,,-94.93739816125932,29.2085240573132,1,0,,,,,,,,,,,,,outdoor,Truck,2026.0,1,18884,80
104,Mario's Pizza,-94.9373606,29.2082758,1,1,219.0,restaurant,3.5,0.0,0.0,93.75,"13708 Termini-san Luis Pass Rd Galveston, TX 77554",POINT (-94.9373606 29.2082758),Skeptical,Med,Yes,Low,indoor,Truck,,-1,18908,79
10,Mario's Pizza,-94.9373606,29.2082758,1,1,219.0,restaurant,3.5,0.0,0.0,93.75,"13708 Termini-san Luis Pass Rd Galveston, TX 77554",POINT (-94.9373606 29.2082758),Skeptical,Med,Yes,Low,indoor,Truck,,1,18908,80
12,Hummel's General Store & Deli,-94.9374899,29.20822,2,1,22.0,convenience store,4.5,700.0,100.0,700.0,,POINT (-94.9374899 29.20822),Skeptical,Med,No,Med,indoor,Truck,,2,18935,82
13,,-94.94920025811072,29.200509132181256,1,0,,,,,,,,,,,,,outdoor,Truck,2025.0,1,20382,83
14,,-94.95608616231785,29.196347559108165,1,0,,,,,,,,,,,,,outdoor,Truck,3034.0,1,21269,84
106,Nate's Westend Seafood & Steaks,-94.9850694,29.1752194,1,1,1470.0,restaurant,4.0,,,93.75,"17515 Termini-San Luis Pass Road, Galveston",POINT (-94.9850694 29.1752194),Skeptical,Med,No,Low,indoor,Truck,,-1,24991,83
15,Nate's Westend Seafood & Steaks,-94.9850694,29.1752194,1,1,1470.0,restaurant,4.0,,,93.75,"17515 Termini-San Luis Pass Road, Galveston",POINT (-94.9850694 29.1752194),Skeptical,Med,No,Low,indoor,Truck,,1,24991,84
107,Galveston Food Truck Park,-95.0404814,29.1415146,1,1,6.0,food,5.0,,,0.0,"Nest to the Wet Whistle Bar in Sea Isle, 21510 Termini-San Luis Pass Road, Galveston",POINT (-95.0404814 29.1415146),Skeptical,Med,No,Low,indoor,Truck,,-1,31557,83
16,Galveston Food Truck Park,-95.0404814,29.1415146,1,1,6.0,food,5.0,,,0.0,"Nest to the Wet Whistle Bar in Sea Isle, 21510 Termini-San Luis Pass Road, Galveston",POINT (-95.0404814 29.1415146),Skeptical,Med,No,Low,indoor,Truck,,1,31557,84
17,,-95.0468334206239,29.144976394730858,1,0,,,,,,,,,,,,,outdoor,Truck,2027.0,1,32528,85
109,The West End Marina and Restaurants,-95.0470457,29.1449947,1,1,803.0,bar,4.1,300.0,150.0,300.0,"21706 Burnet Drive, Galveston",POINT (-95.0470457 29.1449947),Skeptical,Med,No,Med,indoor,Truck,,-1,32540,84
108,The Sandbar Grille,-95.0470522,29.1449775,1,1,292.0,bar,4.0,2000.0,1400.0,2000.0,"21706 Burnet Drive, Galveston",POINT (-95.0470522 29.1449775),Skeptical,Med,Yes,Med,indoor,Truck,,-1,32540,83
19,The West End Marina and Restaurants,-95.0470457,29.1449947,1,1,803.0,bar,4.1,300.0,150.0,300.0,"21706 Burnet Drive, Galveston",POINT (-95.0470457 29.1449947),Skeptical,Med,No,Med,indoor,Truck,,1,32540,84
18,The Sandbar Grille,-95.0470522,29.1449775,1,1,292.0,bar,4.0,2000.0,1400.0,2000.0,"21706 Burnet Drive, Galveston",POINT (-95.0470522 29.1449775),Skeptical,Med,Yes,Med,indoor,Truck,,1,32540,85
20,,-95.11776778416598,29.085700851392566,1,0,,,,,,,,,,,,,outdoor,Truck,2028.0,1,43513,86
21,,-94.95403603262106,29.19352527673134,1,0,,,,,,,,,,,,,outdoor,Truck,3033.0,1,63767,87
22,Waterman's Restaurant,-94.94924164,29.2073822,1,1,350.0,restaurant,3.0,,,93.75,"14302 Stewart Rd Galveston, TX 77554",POINT (-94.9492416381836 29.2073822021484),Skeptical,Med,Yes,Med,indoor,Truck,,1,65680,88
110,Waterman's Restaurant,-94.94924164,29.2073822,1,1,350.0,restaurant,3.0,,,93.75,"14302 Stewart Rd Galveston, TX 77554",POINT (-94.9492416381836 29.2073822021484),Skeptical,Med,Yes,Med,indoor,Truck,,-1,65680,87
23,,-94.9278228922708,29.210431153328607,1,0,,,,,,,,,,,,,outdoor,Truck,3032.0,1,68207,88
24,,-94.89604294830498,29.2277225320811,1,0,,,,,,,,,,,,,outdoor,Truck,3031.0,1,72100,89
25,,-94.87811761972976,29.23872499917516,1,0,,,,,,,,,,,,,outdoor,Truck,3030.0,1,74613,90
26,,-94.8738468189325,29.2405914297026,1,0,,,,,,,,,,,,,outdoor,Truck,3025.0,1,75722,91
8,,-94.86778062999728,29.243452340388263,1,0,,,,,,,,,,,,,outdoor,Truck,2024.0,1,76514,92
7,Seawall Coffee Company,-94.86782336,29.24463873,2,1,47.0,restaurant,4.5,1050.0,350.0,1050.0,,POINT (-94.8678233612548 29.244638725096),Curious,Med,Yes,Low,indoor,Truck,,2,76648,94
102,Seawall Coffee Company,-94.86782336,29.24463873,2,1,47.0,restaurant,4.5,1050.0,350.0,1050.0,,POINT (-94.8678233612548 29.244638725096),Curious,Med,Yes,Low,indoor,Truck,,-1,76648,93
6,Seahorse Grill,-94.86803806,29.24448719,1,1,237.0,restaurant,4.5,105.0,15.0,105.0,"3802 Cove View Blvd Ste C Galveston, TX 77554",POINT (-94.868038059798 29.244487190776),Curious,Med,Yes,Low,indoor,Truck,,1,76673,94
101,Seahorse Grill,-94.86803806,29.24448719,1,1,237.0,restaurant,4.5,105.0,15.0,105.0,"3802 Cove View Blvd Ste C Galveston, TX 77554",POINT (-94.868038059798 29.244487190776),Curious,Med,Yes,Low,indoor,Truck,,-1,76673,93
5,SEA BEAN Coffee Cafe,-94.8532271,29.2506218,2,1,7.0,cafe,4.5,,,750.0,"9001 Seawall Blvd Galveston, TX 77551 (Jimmies)",POINT (-94.8532271 29.2506218),Skeptical,Med,No,High,indoor,Truck,,2,78437,95
100,SEA BEAN Coffee Cafe,-94.8532271,29.2506218,2,1,7.0,cafe,4.5,,,750.0,"9001 Seawall Blvd Galveston, TX 77551 (Jimmies)",POINT (-94.8532271 29.2506218),Skeptical,Med,No,High,indoor,Truck,,-1,78437,94
4,Jimmy's Curbside Restaurant and Grocery,-94.8531793,29.2506985,2,1,8.0,restaurant,4.5,,,750.0,"9001 Seawall Boulevard, Galveston",POINT (-94.8531793 29.2506985),Curious,Med,No,Med,indoor,Truck,,2,78446,96
99,Jimmy's Curbside Restaurant and Grocery,-94.8531793,29.2506985,2,1,8.0,restaurant,4.5,,,750.0,"9001 Seawall Boulevard, Galveston",POINT (-94.8531793 29.2506985),Curious,Med,No,Med,indoor,Truck,,-1,78446,95
3,Dolphin World Inc No 2,-94.85317,29.25173,1,1,5.0,restaurant,2.0,210.0,30.0,210.0,"718 41st Str Galveston, TX 77550",POINT (-94.85317 29.25173),Skeptical,Med,No,Low,indoor,Truck,,1,78579,96
98,Dolphin World Inc No 2,-94.85317,29.25173,1,1,5.0,restaurant,2.0,210.0,30.0,210.0,"718 41st Str Galveston, TX 77550",POINT (-94.85317 29.25173),Skeptical,Med,No,Low,indoor,Truck,,-1,78579,95
2,Galveston Primetime,-94.8542107,29.2530127,2,2,1321.0,movie_theater,4.2,4200.0,600.0,4200.0,"8902 Seawall Boulevard, Galveston Movie theatre)",POINT (-94.8542107 29.2530127),Skeptical,Med,No,Low,indoor,Truck,,2,78910,97
97,Galveston Primetime,-94.8542107,29.2530127,2,2,1321.0,movie_theater,4.2,4200.0,600.0,4200.0,"8902 Seawall Boulevard, Galveston Movie theatre)",POINT (-94.8542107 29.2530127),Skeptical,Med,No,Low,indoor,Truck,,-2,78910,95
32,Sapori,-94.8412938,29.2592634,1,1,365.0,restaurant,4.5,0.0,0.0,93.75,"7611 Stewart Road, Galveston",POINT (-94.8412938 29.2592634),Curious,High,Yes,Low,indoor,Truck,,1,80521,96
114,Sapori,-94.8412938,29.2592634,1,1,365.0,restaurant,4.5,0.0,0.0,93.75,"7611 Stewart Road, Galveston",POINT (-94.8412938 29.2592634),Curious,High,Yes,Low,indoor,Truck,,-1,80521,95
115,Gino's Italian Restaurant and Pizzeria,-94.832217,29.2753139,1,1,1056.0,restaurant,4.3,35.0,5.0,35.0,"6124 Stewart Road, Galveston",POINT (-94.832217 29.2753139),Skeptical,Med,Yes,Low,indoor,Truck,,-1,82869,94
33,Gino's Italian Restaurant and Pizzeria,-94.832217,29.2753139,1,1,1056.0,restaurant,4.3,35.0,5.0,35.0,"6124 Stewart Road, Galveston",POINT (-94.832217 29.2753139),Skeptical,Med,Yes,Low,indoor,Truck,,1,82869,95
116,Cajun Greek,-94.8316408,29.2769392,1,1,999.0,restaurant,4.0,50.0,25.0,50.0,"2226 61st St Galveston, TX 77551",POINT (-94.8316408 29.2769392),Curious,High,Yes,Med,indoor,Truck,,-1,83140,94
34,Cajun Greek,-94.8316408,29.2769392,1,1,999.0,restaurant,4.0,50.0,25.0,50.0,"2226 61st St Galveston, TX 77551",POINT (-94.8316408 29.2769392),Curious,High,Yes,Med,indoor,Truck,,1,83140,95
117,Mario's Ristorante,-94.8315,29.27708,1,1,215.0,restaurant,3.5,210.0,175.0,210.0,"2202 61st St Galveston, TX 77551",POINT (-94.8315 29.27708),skeptical,Med,Yes,Med,indoor,Truck,,-1,83213,94
35,Mario's Ristorante,-94.8315,29.27708,1,1,215.0,restaurant,3.5,210.0,175.0,210.0,"2202 61st St Galveston, TX 77551",POINT (-94.8315 29.27708),skeptical,Med,Yes,Med,indoor,Truck,,1,83213,95
118,Yamato,-94.8316258,29.2780918,1,1,936.0,restaurant,4.4,,,93.75,"2104 61st Street, Galveston",POINT (-94.8316258 29.2780918),Skeptical,Med,Yes,Low,indoor,Truck,,-1,83414,94
36,Yamato,-94.8316258,29.2780918,1,1,936.0,restaurant,4.4,,,93.75,"2104 61st Street, Galveston",POINT (-94.8316258 29.2780918),Skeptical,Med,Yes,Low,indoor,Truck,,1,83414,95
119,Hooters,-94.83244,29.2797,1,1,175.0,restaurant,2.0,280.0,40.0,280.0,"6028 Heards Ln Galveston, TX 77551",POINT (-94.83244 29.2797),Skeptical,Med,No,Low,indoor,Truck,,-1,83707,94
37,Hooters,-94.83244,29.2797,1,1,175.0,restaurant,2.0,280.0,40.0,280.0,"6028 Heards Ln Galveston, TX 77551",POINT (-94.83244 29.2797),Skeptical,Med,No,Low,indoor,Truck,,1,83707,95
38,,-94.83901023515826,29.29108366340304,1,0,,,,,,,,,,,,,outdoor,Truck,1018.0,1,85345,96
39,,-94.83971047446586,29.29032253864521,1,0,,,,,,,,,,,,,outdoor,Truck,2017.0,1,85537,97
120,Bronco Burritos,-94.82237832,29.29176564,1,1,289.0,restaurant,4.5,7000.0,1000.0,7000.0,"4917 Broadway St Galveston, TX 77551",POINT (-94.822378320166 29.2917656429058),Skeptical,Med,No,Med,indoor,Truck,,-1,87433,96
40,Bronco Burritos,-94.82237832,29.29176564,1,1,289.0,restaurant,4.5,7000.0,1000.0,7000.0,"4917 Broadway St Galveston, TX 77551",POINT (-94.822378320166 29.2917656429058),Skeptical,Med,No,Med,indoor,Truck,,1,87433,97
121,Koop's BBQ Kitchen,-94.8173499,29.2931568,2,1,211.0,restaurant,4.8,0.0,0.0,750.0,"4501 Broadway Avenue J, Galveston",POINT (-94.8173499 29.2931568),Skeptical,Med,Yes,Low,indoor,Truck,,-1,87946,96
41,Koop's BBQ Kitchen,-94.8173499,29.2931568,2,1,211.0,restaurant,4.8,0.0,0.0,750.0,"4501 Broadway Avenue J, Galveston",POINT (-94.8173499 29.2931568),Skeptical,Med,Yes,Low,indoor,Truck,,2,87946,98
122,Rail Road Museum,-94.8091242,29.2983795,1,1,408.0,restaurant,4.6,400.0,100.0,400.0,"2602 Santa Fe Pl, Galveston",POINT (-94.8091242 29.2983795),Curious,med,Yes,Low,indoor,Truck,,-1,89200,97
42,Rail Road Museum,-94.8091242,29.2983795,1,1,408.0,restaurant,4.6,400.0,100.0,400.0,"2602 Santa Fe Pl, Galveston",POINT (-94.8091242 29.2983795),Curious,med,Yes,Low,indoor,Truck,,1,89200,98
155,Red Light Coffee Roasters,-94.7995497,29.3040468,1,1,305.0,cafe,4.6,150.0,100.0,150.0,"2728 Market Street, Galveston",POINT (-94.7995497 29.3040468),Curious,High,Yes,Med,indoor,Truck,,-1,90579,97
82,Red Light Coffee Roasters,-94.7995497,29.3040468,1,1,305.0,cafe,4.6,150.0,100.0,150.0,"2728 Market Street, Galveston",POINT (-94.7995497 29.3040468),Curious,High,Yes,Med,indoor,Truck,,1,90579,98
156,Freckleberry Teahouse,-94.79937,29.3041968,1,1,78.0,cafe,4.9,,,625.0,"2724 Market Street, Galveston",POINT (-94.79937 29.3041968),Curious,Med,No,Med,indoor,Truck,,-1,90646,97
83,Freckleberry Teahouse,-94.79937,29.3041968,1,1,78.0,cafe,4.9,,,625.0,"2724 Market Street, Galveston",POINT (-94.79937 29.3041968),Curious,Med,No,Med,indoor,Truck,,1,90646,98
80,Maceo Spice & Import Company,-94.7988412,29.3042052,1,1,564.0,restaurant,4.7,1050.0,420.0,1050.0,"2706 Market Street, Galveston",POINT (-94.7988412 29.3042052),Fan,High,No,Med,indoor,Truck,,1,90809,99
154,Leeland House Galveston,-94.7988738,29.3038963,1,1,51.0,bar,4.6,140.0,70.0,140.0,"2711 Market Street, Galveston",POINT (-94.7988738 29.3038963),Skeptical,High,Yes,Med,indoor,Truck,,-1,90851,98
81,Leeland House Galveston,-94.7988738,29.3038963,1,1,51.0,bar,4.6,140.0,70.0,140.0,"2711 Market Street, Galveston",POINT (-94.7988738 29.3038963),Skeptical,High,Yes,Med,indoor,Truck,,1,90851,99
153,Maceo Spice & Import Company,-94.7988412,29.3042052,1,1,564.0,restaurant,4.7,1050.0,420.0,1050.0,"2706 Market Street, Galveston",POINT (-94.7988412 29.3042052),Fan,High,No,Med,indoor,Truck,,-1,90893,98
46,Eatcetera,-94.795793,29.3044994,1,1,299.0,restaurant,4.5,42.0,42.0,42.0,"408 25th Street, Galveston",POINT (-94.795793 29.3044994),Raving Fan,High,Yes,Med,indoor,Truck,,1,91336,99
125,Eatcetera,-94.795793,29.3044994,1,1,299.0,restaurant,4.5,42.0,42.0,42.0,"408 25th Street, Galveston",POINT (-94.795793 29.3044994),Raving Fan,High,Yes,Med,indoor,Truck,,-1,91336,98
47,Jack's Pub On Post Office,-94.7951116,29.3043679,2,2,316.0,bar,4.6,210.0,30.0,210.0,"2406 Postoffice St, Galveston",POINT (-94.7951116 29.3043679),Hesitant,Med,No,Low,indoor,Truck,,2,91395,100
126,Jack's Pub On Post Office,-94.7951116,29.3043679,2,2,316.0,bar,4.6,210.0,30.0,210.0,"2406 Postoffice St, Galveston",POINT (-94.7951116 29.3043679),Hesitant,Med,No,Low,indoor,Truck,,-2,91395,98
127,Black Pearl Oyster Bar,-94.7940474,29.3054649,1,1,2224.0,restaurant,4.4,105.0,15.0,105.0,"327 23rd Street, Galveston",POINT (-94.7940474 29.3054649),Skeptical,Med,No,Low,indoor,Truck,,-1,91577,97
48,Black Pearl Oyster Bar,-94.7940474,29.3054649,1,1,2224.0,restaurant,4.4,105.0,15.0,105.0,"327 23rd Street, Galveston",POINT (-94.7940474 29.3054649),Skeptical,Med,No,Low,indoor,Truck,,1,91577,98
